lead_id,place_name,website_url,demo_url,source_query,sendable,need,sent_at,channel,template_version,status,reply_at,replied,converted,revenue,notes
0133,脱毛専門店 リラクゼーションサロンRaRa,https://inarara.crayonsite.com/,,札幌市 カウンセリング 自宅サロン site:crayonsite.com -占い -タロット -霊視 -手相 -姓名判断 -占星術 -fortune -tarot -astrology -鑑定 -占術 -学校 -大学 -高校 -専門学校 -研究 -研究所 -協会 -法人 -団体 -講座 -スクール -セミナー -求人 -行政 -病院 -クリニック -学会 -支援センター -学校 -病院 -クリニック -協会 -団体 -求人 -行政,1,2,,,,,,,,,
0134,＊Brillante＊小さな自宅サロン＊,https://salon-brillante.jimdofree.com/,,札幌市 カウンセリング 自宅サロン site:jimdofree.com -占い -タロット -霊視 -手相 -姓名判断 -占星術 -fortune -tarot -astrology -鑑定 -占術 -学校 -大学 -高校 -専門学校 -研究 -研究所 -協会 -法人 -団体 -講座 -スクール -セミナー -求人 -行政 -病院 -クリニック -学会 -支援センター -学校 -病院 -クリニック -協会 -団体 -求人 -行政,1,2,,,,,,,,,
0135,もみもみのっぽろ 公式予約ページ,https://reserva.be/momimominopporo/,,江別市 カウンセリング site:reserva.be -占い -タロット -霊視 -手相 -姓名判断 -占星術 -fortune -tarot -astrology -鑑定 -占術 -学校 -大学 -高校 -専門学校 -研究 -研究所 -協会 -法人 -団体 -講座 -スクール -セミナー -求人 -行政 -病院 -クリニック -学会 -支援センター -学校 -病院 -クリニック -協会 -団体 -求人 -行政,1,2,,,,,,,,,
0136,プライベートレッスン、セッション,https://studio-chouchou.jimdofree.com/,,江別市 セッション 自宅サロン site:jimdofree.com -占い -タロット -霊視 -手相 -姓名判断 -占星術 -fortune -tarot -astrology -鑑定 -占術 -学校 -大学 -高校 -専門学校 -研究 -研究所 -協会 -法人 -団体 -講座 -スクール -セミナー -求人 -行政 -病院 -クリニック -学会 -支援センター -学校 -病院 -クリニック -協会 -団体 -求人 -行政,1,2,,,,,,,,,
0137,モニカと私カウンセリング予約ページ,https://reserva.be/acceptance/,,江別市 カウンセリング site:reserva.be -占い -タロット -霊視 -手相 -姓名判断 -占星術 -fortune -tarot -astrology -鑑定 -占術 -学校 -大学 -高校 -専門学校 -研究 -研究所 -協会 -法人 -団体 -講座 -スクール -セミナー -求人 -行政 -病院 -クリニック -学会 -支援センター -学校 -病院 -クリニック -協会 -団体 -求人 -行政,1,2,,,,,,,,,
0138,レイキ,https://azariah.jimdofree.com/,,苫小牧市 レイキ 個人サロン 1人運営 完全予約制 -占い -タロット -霊視 -手相 -姓名判断 -占星術 -fortune -tarot -astrology -鑑定 -占術 -学校 -大学 -高校 -専門学校 -研究 -研究所 -協会 -法人 -団体 -講座 -スクール -セミナー -求人 -行政 -病院 -クリニック -学会 -支援センター -学校 -病院 -クリニック -協会 -団体 -求人 -行政,1,2,,,,,,,,,
0139,ヒーリングサロン・ズー,https://r.goope.jp/,,釧路市 ヒーリング site:goope.jp -占い -タロット -霊視 -手相 -姓名判断 -占星術 -fortune -tarot -astrology -鑑定 -占術 -学校 -大学 -高校 -専門学校 -研究 -研究所 -協会 -法人 -団体 -講座 -スクール -セミナー -求人 -行政 -病院 -クリニック -学会 -支援センター -学校 -病院 -クリニック -協会 -団体 -求人 -行政,1,2,,,,,,,,,
0140,気導セラピー Happy∞Smile,https://happy8smile25.crayonsite.com/,,釧路市 潜在意識 個人サロン 1人運営 完全予約制 -占い -タロット -霊視 -手相 -姓名判断 -占星術 -fortune -tarot -astrology -鑑定 -占術 -学校 -大学 -高校 -専門学校 -研究 -研究所 -協会 -法人 -団体 -講座 -スクール -セミナー -求人 -行政 -病院 -クリニック -学会 -支援センター -学校 -病院 -クリニック -協会 -団体 -求人 -行政,1,2,,,,,,,,,
0141,釧路カウンセリングルーム,https://sakulayuli.wixsite.com/,,旭川市 カウンセリング site:wixsite.com -占い -タロット -霊視 -手相 -姓名判断 -占星術 -fortune -tarot -astrology -鑑定 -占術 -学校 -大学 -高校 -専門学校 -研究 -研究所 -協会 -法人 -団体 -講座 -スクール -セミナー -求人 -行政 -病院 -クリニック -学会 -支援センター -学校 -病院 -クリニック -協会 -団体 -求人 -行政,1,2,,,,,,,,,
0142,カウンセリングオフィスMELOはこだて,https://reserva.be/melohakodate/,,函館市 心理カウンセリング 女性専用 -占い -タロット -霊視 -手相 -姓名判断 -占星術 -fortune -tarot -astrology -鑑定 -占術 -学校 -大学 -高校 -専門学校 -研究 -研究所 -協会 -法人 -団体 -講座 -スクール -セミナー -求人 -行政 -病院 -クリニック -学会 -支援センター -学校 -病院 -クリニック -協会 -団体 -求人 -行政,1,2,,,,,,,,,
0143,光のサロン スピリチュアルカウンセリング,https://light.st/,,北見市 スピリチュアルカウンセリング 個人サロン 1人運営 完全予約制 -占い -タロット -霊視 -手相 -姓名判断 -占星術 -fortune -tarot -astrology -鑑定 -占術 -学校 -大学 -高校 -専門学校 -研究 -研究所 -協会 -法人 -団体 -講座 -スクール -セミナー -求人 -行政 -病院 -クリニック -学会 -支援センター -学校 -病院 -クリニック -協会 -団体 -求人 -行政,1,2,,,,,,,,,
0144,エネルギーワーク,https://style-imagery.net/,,千歳市 エネルギーワーク 完全予約制 -占い -タロット -霊視 -手相 -姓名判断 -占星術 -fortune -tarot -astrology -鑑定 -占術 -学校 -大学 -高校 -専門学校 -研究 -研究所 -協会 -法人 -団体 -講座 -スクール -セミナー -求人 -行政 -病院 -クリニック -学会 -支援センター -学校 -病院 -クリニック -協会 -団体 -求人 -行政,1,2,,,,,,,,,
0145,サービス,https://energywork-project.com/,,千歳市 エネルギーワーク 完全予約制 -占い -タロット -霊視 -手相 -姓名判断 -占星術 -fortune -tarot -astrology -鑑定 -占術 -学校 -大学 -高校 -専門学校 -研究 -研究所 -協会 -法人 -団体 -講座 -スクール -セミナー -求人 -行政 -病院 -クリニック -学会 -支援センター -学校 -病院 -クリニック -協会 -団体 -求人 -行政,1,2,,,,,,,,,
0146,個人セッション,https://light-angel.com/,,帯広市 ヒプノセラピー 個人サロン 1人運営 完全予約制 -占い -タロット -霊視 -手相 -姓名判断 -占星術 -fortune -tarot -astrology -鑑定 -占術 -学校 -大学 -高校 -専門学校 -研究 -研究所 -協会 -法人 -団体 -講座 -スクール -セミナー -求人 -行政 -病院 -クリニック -学会 -支援センター -学校 -病院 -クリニック -協会 -団体 -求人 -行政,1,2,,,,,,,,,
0147,ヒーリング セラピー,https://reiki-maisha.com/,,札幌市 ヒーリング 自宅サロン -占い -タロット -霊視 -手相 -姓名判断 -占星術 -fortune -tarot -astrology -鑑定 -占術 -学校 -大学 -高校 -専門学校 -研究 -研究所 -協会 -法人 -団体 -講座 -スクール -セミナー -求人 -行政 -病院 -クリニック -学会 -支援センター -学校 -病院 -クリニック -協会 -団体 -求人 -行政,1,2,,,,,,,,,
0148,プライベートカウンセリングサロンjuju,https://counseling-juju.crayonsite.net/,,江別市 カウンセリング プライベートサロン -占い -タロット -霊視 -手相 -姓名判断 -占星術 -fortune -tarot -astrology -鑑定 -占術 -学校 -大学 -高校 -専門学校 -研究 -研究所 -協会 -法人 -団体 -講座 -スクール -セミナー -求人 -行政 -病院 -クリニック -学会 -支援センター -学校 -病院 -クリニック -協会 -団体 -求人 -行政,1,2,,,,,,,,,
0149,江別市内でのリフレクソロジーとリンパドレナージュのヒーリング ...,https://reflexologyhasu.web.fc2.com/,,江別市 セラピー 自宅サロン -占い -タロット -霊視 -手相 -姓名判断 -占星術 -fortune -tarot -astrology -鑑定 -占術 -学校 -大学 -高校 -専門学校 -研究 -研究所 -協会 -法人 -団体 -講座 -スクール -セミナー -求人 -行政 -病院 -クリニック -学会 -支援センター -学校 -病院 -クリニック -協会 -団体 -求人 -行政,1,2,,,,,,,,,
0150,遠隔エネルギーワーク,https://heal-ebody.com/,,千歳市 エネルギーワーク 完全予約制 -占い -タロット -霊視 -手相 -姓名判断 -占星術 -fortune -tarot -astrology -鑑定 -占術 -学校 -大学 -高校 -専門学校 -研究 -研究所 -協会 -法人 -団体 -講座 -スクール -セミナー -求人 -行政 -病院 -クリニック -学会 -支援センター -学校 -病院 -クリニック -協会 -団体 -求人 -行政,1,2,,,,,,,,,
